,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
19338,3463167,YuGiOh,Structure Deck: Machine Reactor,Hardened Armed Dragon,0,SR03-EN018,Common,Near Mint Unlimited,0.24,0.0,1.19,0.2,5,0,0.99,0
19339,3327755,YuGiOh,Structure Deck: Machine Reactor,Hardened Armed Dragon,0,SR03-EN018,Common,Near Mint 1st Edition,0.33,0.0,1.23,0.24,11,0,0.99,0
19340,3463172,YuGiOh,Structure Deck: Machine Reactor,Inferno Reckless Summon,0,SR03-EN030,Common,Near Mint Unlimited,0.68,0.0,1.59,0.6,2,0,1.24,0
19341,3327815,YuGiOh,Structure Deck: Machine Reactor,Inferno Reckless Summon,0,SR03-EN030,Common,Near Mint 1st Edition,0.98,0.0,1.85,0.86,1,0,1.99,0
19344,3463182,YuGiOh,Structure Deck: Machine Reactor,Limiter Removal,0,SR03-EN028,Common,Near Mint Unlimited,0.44,0.0,1.22,0.23,1,0,0.99,0
19348,3327795,YuGiOh,Structure Deck: Machine Reactor,Mausoleum of the Emperor,0,SR03-EN026,Common,Near Mint 1st Edition,0.22,0.0,1.23,0.24,5,0,0.99,0
19359,3463232,YuGiOh,Structure Deck: Machine Reactor,Terraforming,0,SR03-EN032,Common,Near Mint Unlimited,0.44,0.0,1.44,0.45,5,0,1.24,0
19360,3327825,YuGiOh,Structure Deck: Machine Reactor,Terraforming,0,SR03-EN032,Common,Near Mint 1st Edition,0.43,0.0,1.38,0.39,19,0,1.24,0
19363,410828,YuGiOh,Structure Deck: Marik,Acid Trap Hole,0,SDMA-EN029,Common,Near Mint 1st Edition,0.23,0.0,1.14,0.15,3,0,0.99,0
19366,410821,YuGiOh,Structure Deck: Marik,Creature Swap,0,SDMA-EN022,Common,Near Mint 1st Edition,0.32,0.0,1.26,0.27,21,0,0.99,0
19370,410812,YuGiOh,Structure Deck: Marik,Gravekeeper's Assailant,0,SDMA-EN013,Common,Near Mint 1st Edition,0.23,0.0,1.15,0.16,27,0,0.99,0
19375,410806,YuGiOh,Structure Deck: Marik,Gravekeeper's Spy,0,SDMA-EN007,Common,Near Mint 1st Edition,0.6,0.0,1.22,0.23,21,0,1.99,0
19378,410826,YuGiOh,Structure Deck: Marik,Magical Stone Excavation,0,SDMA-EN027,Common,Near Mint 1st Edition,0.23,0.0,1.2,0.21,31,0,0.99,0
19379,410834,YuGiOh,Structure Deck: Marik,Malevolent Catastrophe,0,SDMA-EN035,Common,Near Mint 1st Edition,0.25,0.0,1.09,0.1,28,0,0.74,0
19383,410819,YuGiOh,Structure Deck: Marik,Mystical Space Typhoon,0,SDMA-EN020,Common,Near Mint 1st Edition,0.51,0.0,1.48,0.49,28,0,1.24,0
19388,3008609,YuGiOh,Structure Deck: Master of Pendulum,Dragonpit Magician,0,SDMP-EN002,Common,Near Mint 1st Edition,0.68,0.0,1.42,0.43,81,0,1.99,0
19389,3008604,YuGiOh,Structure Deck: Master of Pendulum,Dragonpulse Magician,0,SDMP-EN001,Common,Near Mint 1st Edition,0.24,0.0,1.09,0.1,77,0,0.74,0
19391,3008684,YuGiOh,Structure Deck: Master of Pendulum,Fencing Fire Ferret,0,SDMP-EN017,Common,Near Mint 1st Edition,0.2,0.0,1.13,0.14,2,0,0.99,0
19392,3008764,YuGiOh,Structure Deck: Master of Pendulum,Forbidden Dress,0,SDMP-EN033,Common,Near Mint 1st Edition,0.19,0.0,1.08,0.09,101,0,0.74,0
19394,3008704,YuGiOh,Structure Deck: Master of Pendulum,Goblindbergh,0,SDMP-EN021,Common,Near Mint 1st Edition,0.37,0.0,1.31,0.32,89,0,0.99,0
19395,3008699,YuGiOh,Structure Deck: Master of Pendulum,Jigabyte,0,SDMP-EN020,Common,Near Mint 1st Edition,0.3,0.0,1.22,0.23,84,0,0.99,0
19396,3008679,YuGiOh,Structure Deck: Master of Pendulum,"Lyla, Lightsworn Sorceress",0,SDMP-EN016,Common,Near Mint 1st Edition,0.24,0.0,1.16,0.17,129,0,0.99,0
19397,3008754,YuGiOh,Structure Deck: Master of Pendulum,Mystical Space Typhoon,0,SDMP-EN031,Common,Near Mint 1st Edition,0.47,0.0,1.42,0.43,87,0,1.24,0
19398,3008614,YuGiOh,Structure Deck: Master of Pendulum,Nobledragon Magician,0,SDMP-EN003,Super Rare,Near Mint 1st Edition,0.16,0.0,1.09,0.1,9,0,0.74,0
19403,3008644,YuGiOh,Structure Deck: Master of Pendulum,Odd-Eyes Pendulum Dragon,0,SDMP-EN009,Common,Near Mint 1st Edition,0.24,0.0,1.17,0.18,129,0,0.99,0
19404,3008779,YuGiOh,Structure Deck: Master of Pendulum,Pendulum Back,0,SDMP-EN036,Common,Near Mint 1st Edition,0.22,0.0,1.1,0.11,5,0,0.74,0
19405,3008729,YuGiOh,Structure Deck: Master of Pendulum,Pendulum Call,0,SDMP-EN026,Common,Near Mint 1st Edition,1.22,0.0,1.48,0.49,1,0,2.99,0
19407,3008739,YuGiOh,Structure Deck: Master of Pendulum,Pendulum Rising,0,SDMP-EN028,Common,Near Mint 1st Edition,0.19,0.0,1.07,0.08,17,0,0.74,0
19408,3008649,YuGiOh,Structure Deck: Master of Pendulum,Performapal Silver Claw,0,SDMP-EN010,Common,Near Mint 1st Edition,0.18,0.0,1.08,0.09,4,0,0.74,0
19411,3008769,YuGiOh,Structure Deck: Master of Pendulum,Polymerization,0,SDMP-EN034,Common,Near Mint 1st Edition,0.84,0.0,1.7,0.71,4,0,1.49,0
19412,3008784,YuGiOh,Structure Deck: Master of Pendulum,Powerful Rebirth,0,SDMP-EN037,Common,Near Mint 1st Edition,0.21,0.0,1.09,0.1,55,0,0.74,0
19413,3008719,YuGiOh,Structure Deck: Master of Pendulum,Re-Cover,0,SDMP-EN024,Common,Near Mint 1st Edition,0.13,0.0,1.08,0.09,12,0,0.74,0
19414,3008814,YuGiOh,Structure Deck: Master of Pendulum,Rune-Eyes Pendulum Dragon,0,SDMP-EN043,Common,Near Mint 1st Edition,0.34,0.0,1.26,0.27,44,0,0.99,0
19416,3008759,YuGiOh,Structure Deck: Master of Pendulum,Scapegoat,0,SDMP-EN032,Common,Near Mint 1st Edition,0.23,0.0,1.15,0.16,101,0,0.99,0
19419,3008634,YuGiOh,Structure Deck: Master of Pendulum,Stargazer Magician,0,SDMP-EN007,Common,Near Mint 1st Edition,0.22,0.0,1.17,0.18,45,0,0.99,0
19421,3008774,YuGiOh,Structure Deck: Master of Pendulum,Terraforming,0,SDMP-EN035,Common,Near Mint 1st Edition,0.4,0.0,1.35,0.36,95,0,0.99,0
19424,3008639,YuGiOh,Structure Deck: Master of Pendulum,Timegazer Magician,0,SDMP-EN008,Common,Near Mint 1st Edition,0.32,0.0,1.18,0.19,62,0,0.99,0
19425,3008794,YuGiOh,Structure Deck: Master of Pendulum,Torrential Tribute,0,SDMP-EN039,Common,Near Mint 1st Edition,0.27,0.0,1.22,0.23,10,0,1.49,0
19426,3008789,YuGiOh,Structure Deck: Master of Pendulum,Traptrix Trap Hole Nightmare,0,SDMP-EN038,Common,Near Mint 1st Edition,0.5,0.0,1.31,0.32,31,0,0.99,0
19431,4396253,YuGiOh,Structure Deck: Mechanized Madness,Back to the Front,0,SR10-EN036,Common,Near Mint 1st Edition,0.13,0.11,1.05,0.06,34,0,0.74,0
19432,4396233,YuGiOh,Structure Deck: Mechanized Madness,Cosmic Cyclone,0,SR10-EN032,Common,Near Mint 1st Edition,2.14,2.6,1.14,0.15,1,0,0.99,0
19433,4396178,YuGiOh,Structure Deck: Mechanized Madness,Deskbot 001,0,SR10-EN021,Common,Near Mint 1st Edition,0.18,0.13,1.07,0.08,8,0,0.74,0
19434,4396183,YuGiOh,Structure Deck: Mechanized Madness,Deskbot 003,0,SR10-EN022,Common,Near Mint 1st Edition,0.21,0.18,1.04,0.05,30,0,0.74,0
19435,4396153,YuGiOh,Structure Deck: Mechanized Madness,Genex Ally Birdman,0,SR10-EN016,Common,Near Mint 1st Edition,0.12,0.08,1.04,0.05,28,0,0.74,0
19436,4396203,YuGiOh,Structure Deck: Mechanized Madness,Iron Call,0,SR10-EN026,Common,Near Mint 1st Edition,0.18,0.13,1.04,0.05,22,0,0.74,0
19437,4396143,YuGiOh,Structure Deck: Mechanized Madness,"Jizukiru, the Star Destroying Kaiju",0,SR10-EN014,Common,Near Mint 1st Edition,0.37,0.33,1.18,0.19,9,0,0.99,0
19439,4396083,YuGiOh,Structure Deck: Mechanized Madness,Machina Air Raider,0,SR10-EN002,Super Rare,Near Mint 1st Edition,0.2,0.16,1.06,0.07,16,0,0.74,0
19441,4396093,YuGiOh,Structure Deck: Mechanized Madness,Machina Fortress,0,SR10-EN004,Common,Near Mint 1st Edition,0.58,0.54,1.39,0.4,1,0,1.24,0
19443,4396273,YuGiOh,Structure Deck: Mechanized Madness,Machina Possesstorage,0,SR10-EN040,Ultra Rare,Near Mint 1st Edition,0.22,0.19,1.08,0.09,14,0,0.74,0
19446,4396228,YuGiOh,Structure Deck: Mechanized Madness,Pot of Avarice,0,SR10-EN031,Common,Near Mint 1st Edition,0.84,0.84,1.71,0.72,1,0,1.99,0
19447,4396158,YuGiOh,Structure Deck: Mechanized Madness,Scrap Recycler,0,SR10-EN017,Common,Near Mint 1st Edition,0.21,0.18,1.08,0.09,17,0,0.74,0
19449,4396238,YuGiOh,Structure Deck: Mechanized Madness,Supply Squad,0,SR10-EN033,Common,Near Mint 1st Edition,0.19,0.0,1.09,0.1,24,0,0.74,0
19450,4396223,YuGiOh,Structure Deck: Mechanized Madness,Ties of the Brethren,0,SR10-EN030,Common,Near Mint 1st Edition,0.15,0.08,1.01,0.02,11,0,0.74,0
19452,4396278,YuGiOh,Structure Deck: Mechanized Madness,Unauthorized Reactivation,0,SR10-EN041,Super Rare,Near Mint 1st Edition,0.77,0.56,1.48,0.49,2,0,2.49,0
19453,1073315,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Backfire,0,SDOK-EN031,Common,Near Mint 1st Edition,0.27,0.0,1.09,0.1,1,0,0.74,0
19454,1073317,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Blaze Accelerator,0,SDOK-EN025,Common,Near Mint 1st Edition,0.31,0.0,1.19,0.2,4,0,0.99,0
19455,1073305,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Burden of the Mighty,0,SDOK-EN030,Common,Near Mint 1st Edition,0.15,0.0,1.09,0.1,15,0,0.74,0
19456,1073312,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Call of the Haunted,0,SDOK-EN039,Common,Near Mint 1st Edition,0.24,0.0,1.19,0.2,51,0,0.99,0
19458,1073295,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Creature Swap,0,SDOK-EN029,Common,Near Mint 1st Edition,0.41,0.0,1.23,0.24,34,0,0.99,0
19462,1073292,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Flamvell Firedog,0,SDOK-EN009,Common,Near Mint 1st Edition,0.25,0.0,1.09,0.1,25,0,0.74,0
19464,1073284,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Horn of the Phantom Beast,0,SDOK-EN034,Common,Near Mint 1st Edition,0.25,0.0,1.12,0.13,22,0,0.74,0
19465,1073320,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Manticore of Darkness,0,SDOK-EN005,Common,Near Mint 1st Edition,0.54,0.0,1.19,0.2,1,0,0.99,0
19469,1073302,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Rekindling,0,SDOK-EN024,Common,Near Mint 1st Edition,0.4,0.0,1.11,0.12,50,0,0.74,0
19471,1073303,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Sacred Phoenix of Nephthys,0,SDOK-EN004,Common,Near Mint 1st Edition,0.26,0.0,1.06,0.07,8,0,0.74,0
19472,1073306,YuGiOh,Structure Deck: Onslaught of the Fire Kings,Spirit of Flames,0,SDOK-EN016,Common,Near Mint 1st Edition,0.25,0.0,1.15,0.16,3,0,0.99,0
19476,4005595,YuGiOh,Structure Deck: Order of the Spellcasters,Apprentice Magician,0,SR08-EN014,Common,Near Mint 1st Edition,0.19,0.13,1.05,0.06,9,0,0.74,0
19477,4005600,YuGiOh,Structure Deck: Order of the Spellcasters,Dark Magician of Chaos,0,SR08-EN015,Common,Near Mint 1st Edition,0.82,0.95,1.48,0.49,45,0,1.24,0
19479,4005565,YuGiOh,Structure Deck: Order of the Spellcasters,"Defender, the Magical Knight",0,SR08-EN007,Common,Near Mint 1st Edition,0.29,0.25,1.19,0.2,20,0,0.99,0
19481,4005690,YuGiOh,Structure Deck: Order of the Spellcasters,Dwimmered Path,0,SR08-EN041,Super Rare,Near Mint 1st Edition,0.27,0.22,1.1,0.11,20,0,0.74,0
19483,4005635,YuGiOh,Structure Deck: Order of the Spellcasters,Endymion's Lab,0,SR08-EN023,Common,Near Mint 1st Edition,0.24,0.15,1.14,0.15,2,0,0.99,0
19484,4005605,YuGiOh,Structure Deck: Order of the Spellcasters,Fairy Tail - Luna,0,SR08-EN016,Common,Near Mint 1st Edition,0.17,0.13,1.04,0.05,60,0,0.74,0
19485,4005670,YuGiOh,Structure Deck: Order of the Spellcasters,Left Arm Offering,0,SR08-EN033,Common,Near Mint 1st Edition,0.2,0.18,1.11,0.12,43,0,0.74,0
19486,4005700,YuGiOh,Structure Deck: Order of the Spellcasters,Magical Abductor,0,SR08-EN012,Common,Near Mint 1st Edition,0.34,0.36,1.17,0.18,5,0,0.99,0
19487,4005660,YuGiOh,Structure Deck: Order of the Spellcasters,Magical Blast,0,SR08-EN030,Common,Near Mint 1st Edition,0.14,0.0,1.07,0.08,8,0,0.74,0
19488,4005640,YuGiOh,Structure Deck: Order of the Spellcasters,Magical Citadel of Endymion,0,SR08-EN024,Common,Near Mint 1st Edition,0.27,0.21,1.19,0.2,24,0,0.99,0
19489,4005720,YuGiOh,Structure Deck: Order of the Spellcasters,Magical Dimension,0,SR08-EN031,Common,Near Mint 1st Edition,0.21,0.15,1.14,0.15,4,0,0.99,0
19490,4005585,YuGiOh,Structure Deck: Order of the Spellcasters,Magical Exemplar,0,SR08-EN011,Common,Near Mint 1st Edition,0.2,0.13,1.04,0.05,2,0,0.74,0
19491,4005620,YuGiOh,Structure Deck: Order of the Spellcasters,Magician of Faith,0,SR08-EN020,Common,Near Mint 1st Edition,0.84,0.96,1.48,0.49,7,0,1.24,0
19492,4005685,YuGiOh,Structure Deck: Order of the Spellcasters,Magician's Circle,0,SR08-EN039,Common,Near Mint 1st Edition,0.18,0.14,1.09,0.09,3,0,0.74,0
19494,4005725,YuGiOh,Structure Deck: Order of the Spellcasters,Pot of Desires,0,SR08-EN034,Common,Near Mint 1st Edition,1.88,2.11,2.49,1.5,1,0,2.24,0
19496,4005765,YuGiOh,Structure Deck: Order of the Spellcasters,Servant of Endymion,0,SR08-EN004,Common,Near Mint 1st Edition,0.58,0.72,1.49,0.5,50,0,1.24,0
19499,4005655,YuGiOh,Structure Deck: Order of the Spellcasters,Spellbook of Power,0,SR08-EN028,Common,Near Mint 1st Edition,0.37,0.36,1.18,0.19,25,0,0.99,0
19500,4005710,YuGiOh,Structure Deck: Order of the Spellcasters,Spellbook of Secrets,0,SR08-EN027,Common,Near Mint 1st Edition,1.27,0.0,1.98,0.99,2,0,1.99,0
19501,4005715,YuGiOh,Structure Deck: Order of the Spellcasters,Spellbook of Wisdom,0,SR08-EN029,Common,Near Mint 1st Edition,0.35,0.33,1.19,0.2,61,0,0.99,0
19502,4005610,YuGiOh,Structure Deck: Order of the Spellcasters,Summoner Monk,0,SR08-EN017,Common,Near Mint 1st Edition,0.29,0.24,1.09,0.1,9,0,0.74,0
19503,4005665,YuGiOh,Structure Deck: Order of the Spellcasters,Terraforming,0,SR08-EN032,Common,Near Mint 1st Edition,0.38,0.4,1.32,0.32,56,0,0.99,0
19505,3262975,YuGiOh,Structure Deck: Pendulum Domination,Armageddon Knight,0,SDPD-EN018,Common,Near Mint 1st Edition,0.22,0.2,1.11,0.12,65,0,0.74,0
19507,3262890,YuGiOh,Structure Deck: Pendulum Domination,D/D/D Chaos King Apocalypse,0,SDPD-EN001,Ultra Rare,Near Mint 1st Edition,0.34,0.37,1.19,0.2,13,0,0.99,0
19508,3263095,YuGiOh,Structure Deck: Pendulum Domination,D/D/D Cursed King Siegfried,0,SDPD-EN042,Super Rare,Near Mint 1st Edition,0.62,0.67,1.33,0.34,8,0,0.99,0
19510,3263090,YuGiOh,Structure Deck: Pendulum Domination,D/D/D Dragonbane King Beowulf,0,SDPD-EN041,Ultra Rare,Near Mint 1st Edition,0.27,0.23,1.09,0.1,69,0,0.74,0
19511,3262945,YuGiOh,Structure Deck: Pendulum Domination,D/D/D Oblivion King Abyss Ragnarok,0,SDPD-EN012,Common,Near Mint 1st Edition,0.81,0.98,1.3,0.31,18,0,0.99,0
19516,3262900,YuGiOh,Structure Deck: Pendulum Domination,D/D Savant Copernicus,0,SDPD-EN003,Common,Near Mint 1st Edition,3.15,0.26,1.19,0.2,2,0,0.99,0
19517,3262935,YuGiOh,Structure Deck: Pendulum Domination,D/D Savant Galilei,0,SDPD-EN010,Common,Near Mint 1st Edition,0.19,0.18,1.08,0.09,3,0,0.74,0
19519,3262965,YuGiOh,Structure Deck: Pendulum Domination,Dark Armed Dragon,0,SDPD-EN016,Common,Near Mint 1st Edition,0.44,0.42,1.24,0.25,8,0,0.99,0
19520,3263005,YuGiOh,Structure Deck: Pendulum Domination,Dark Contract with the Gate,0,SDPD-EN024,Common,Near Mint 1st Edition,0.75,2.98,1.44,0.45,1,0,1.24,0
19522,3263035,YuGiOh,Structure Deck: Pendulum Domination,Dark Eruption,0,SDPD-EN030,Common,Near Mint 1st Edition,0.12,0.0,1.04,0.05,5,0,0.74,0
19525,3263080,YuGiOh,Structure Deck: Pendulum Domination,Escape from the Dark Dimension,0,SDPD-EN039,Common,Near Mint 1st Edition,0.33,0.0,1.06,0.07,13,0,0.74,0
19527,3263015,YuGiOh,Structure Deck: Pendulum Domination,Forbidden Dark Contract with the Swamp King,0,SDPD-EN026,Common,Near Mint 1st Edition,0.13,0.14,1.07,0.08,1,0,0.74,0
19529,3262985,YuGiOh,Structure Deck: Pendulum Domination,Kuribandit,0,SDPD-EN020,Common,Near Mint 1st Edition,0.16,0.15,1.04,0.05,56,0,0.74,0
19531,3263075,YuGiOh,Structure Deck: Pendulum Domination,Sinister Yorishiro,0,SDPD-EN038,Common,Near Mint 1st Edition,0.17,0.0,1.08,0.09,34,0,0.74,0
19532,3262995,YuGiOh,Structure Deck: Pendulum Domination,Stygian Security,0,SDPD-EN022,Common,Near Mint 1st Edition,0.23,0.18,1.02,0.03,34,0,0.74,0
19533,3262990,YuGiOh,Structure Deck: Pendulum Domination,Stygian Street Patrol,0,SDPD-EN021,Common,Near Mint 1st Edition,0.21,0.19,1.05,0.06,55,0,0.74,0
19534,3262980,YuGiOh,Structure Deck: Pendulum Domination,Trance Archfiend,0,SDPD-EN019,Common,Near Mint 1st Edition,0.22,0.23,1.08,0.09,60,0,0.74,0
19535,3827422,YuGiOh,Structure Deck: Powercode Link,Blazing Mirror Force,0,SDPL-EN034,Common,Near Mint 1st Edition,0.64,0.63,1.32,0.32,26,0,0.99,0
19536,3827437,YuGiOh,Structure Deck: Powercode Link,Call of the Haunted,0,SDPL-EN037,Common,Near Mint 1st Edition,0.23,0.22,1.16,0.17,55,0,0.99,0
19541,3827332,YuGiOh,Structure Deck: Powercode Link,Genex Ally Birdman,0,SDPL-EN016,Common,Near Mint 1st Edition,0.13,0.08,1.05,0.06,60,0,0.74,0
19542,3827322,YuGiOh,Structure Deck: Powercode Link,Goblindbergh,0,SDPL-EN014,Common,Near Mint 1st Edition,0.52,0.6,1.23,0.24,30,0,0.99,0
19543,3827287,YuGiOh,Structure Deck: Powercode Link,Juragedo,0,SDPL-EN010,Common,Near Mint 1st Edition,0.21,0.12,1.09,0.1,13,0,0.74,0
19545,3827462,YuGiOh,Structure Deck: Powercode Link,LANphorhynchus,0,SDPL-EN042,Common,Near Mint 1st Edition,0.14,0.13,1.08,0.09,14,0,0.74,0
19547,3827292,YuGiOh,Structure Deck: Powercode Link,Mecha Phantom Beast Tetherwolf,0,SDPL-EN011,Common,Near Mint 1st Edition,0.24,0.22,1.13,0.14,27,0,0.99,0
19548,3827362,YuGiOh,Structure Deck: Powercode Link,Night Beam,0,SDPL-EN022,Common,Near Mint 1st Edition,0.25,0.22,1.14,0.15,52,0,0.99,0
19550,3827397,YuGiOh,Structure Deck: Powercode Link,One for One,0,SDPL-EN029,Common,Near Mint 1st Edition,0.85,1.26,1.51,0.52,2,0,2.49,0
19551,3827327,YuGiOh,Structure Deck: Powercode Link,Phantom Skyblaster,0,SDPL-EN015,Common,Near Mint 1st Edition,0.13,0.15,1.09,0.1,77,0,0.74,0
19552,3827452,YuGiOh,Structure Deck: Powercode Link,Powercode Talker,0,SDPL-EN040,Ultra Rare,Near Mint 1st Edition,0.51,0.0,1.24,0.25,30,0,0.99,0
19554,3827312,YuGiOh,Structure Deck: Powercode Link,Reborn Tengu,0,SDPL-EN012,Common,Near Mint 1st Edition,0.26,0.22,1.02,0.03,63,0,0.74,0
19555,3827442,YuGiOh,Structure Deck: Powercode Link,Reckless Greed,0,SDPL-EN038,Common,Near Mint 1st Edition,0.27,0.23,1.14,0.15,42,0,0.99,0
19556,3827432,YuGiOh,Structure Deck: Powercode Link,Safe Zone,0,SDPL-EN036,Common,Near Mint 1st Edition,0.23,0.0,1.14,0.15,49,0,0.99,0
19557,3827377,YuGiOh,Structure Deck: Powercode Link,Scapegoat,0,SDPL-EN025,Common,Near Mint 1st Edition,0.28,0.31,1.21,0.22,17,0,0.99,0
19558,3827247,YuGiOh,Structure Deck: Powercode Link,Sea Archiver,0,SDPL-EN003,Super Rare,Near Mint 1st Edition,0.47,1.1,1.19,0.2,22,0,1.49,0
19560,3827382,YuGiOh,Structure Deck: Powercode Link,Swords of Revealing Light,0,SDPL-EN026,Common,Near Mint 1st Edition,0.3,0.0,1.19,0.2,10,0,0.99,0
19561,3827402,YuGiOh,Structure Deck: Powercode Link,Terraforming,0,SDPL-EN030,Common,Near Mint 1st Edition,0.36,0.0,1.29,0.3,42,0,0.99,0
19563,3827457,YuGiOh,Structure Deck: Powercode Link,Traffic Ghost,0,SDPL-EN041,Common,Near Mint 1st Edition,0.2,0.19,1.14,0.15,4,0,0.99,0
19564,3827427,YuGiOh,Structure Deck: Powercode Link,Trap Stun,0,SDPL-EN035,Common,Near Mint 1st Edition,0.27,0.27,1.13,0.14,55,0,0.99,0
19565,3827417,YuGiOh,Structure Deck: Powercode Link,Traptrix Trap Hole Nightmare,0,SDPL-EN033,Common,Near Mint 1st Edition,0.52,0.45,1.29,0.3,42,0,0.99,0
19567,1228305,YuGiOh,Structure Deck: Realm of Light,"Aurkus, Lightsworn Druid",0,SDLI-EN013,Common,Near Mint 1st Edition,0.26,0.0,1.17,0.18,67,0,0.99,0
19568,1228405,YuGiOh,Structure Deck: Realm of Light,Beckoning Light,0,SDLI-EN033,Common,Near Mint 1st Edition,0.25,0.0,1.18,0.19,35,0,0.99,0
19569,1228350,YuGiOh,Structure Deck: Realm of Light,Blackwing - Zephyros the Elite,0,SDLI-EN022,Common,Near Mint 1st Edition,0.33,0.0,1.21,0.22,95,0,0.99,0
19573,1228300,YuGiOh,Structure Deck: Realm of Light,"Ehren, Lightsworn Monk",0,SDLI-EN011,Common,Near Mint 1st Edition,0.29,0.0,1.14,0.15,68,0,0.99,0
19574,1228340,YuGiOh,Structure Deck: Realm of Light,Fabled Raven,0,SDLI-EN020,Common,Near Mint 1st Edition,0.4,0.0,1.13,0.14,66,0,0.99,0
19576,1228285,YuGiOh,Structure Deck: Realm of Light,"Garoth, Lightsworn Warrior",0,SDLI-EN009,Common,Near Mint 1st Edition,0.23,0.0,1.14,0.15,42,0,0.99,0
19578,1228275,YuGiOh,Structure Deck: Realm of Light,"Jain, Lightsworn Paladin",0,SDLI-EN007,Common,Near Mint 1st Edition,0.16,0.0,1.05,0.06,62,0,0.74,0
19580,1228330,YuGiOh,Structure Deck: Realm of Light,Lightray Daedalus,0,SDLI-EN018,Common,Near Mint 1st Edition,0.16,0.0,1.11,0.12,2,0,0.74,0
19581,1228325,YuGiOh,Structure Deck: Realm of Light,Lightray Diabolos,0,SDLI-EN017,Common,Near Mint 1st Edition,0.2,0.0,1.09,0.1,62,0,0.74,0
19582,1228290,YuGiOh,Structure Deck: Realm of Light,"Lumina, Lightsworn Summoner",0,SDLI-EN012,Common,Near Mint 1st Edition,0.39,0.0,1.21,0.22,128,0,0.99,0
19583,1228280,YuGiOh,Structure Deck: Realm of Light,"Lyla, Lightsworn Sorceress",0,SDLI-EN008,Common,Near Mint 1st Edition,0.25,0.0,1.14,0.15,208,0,0.99,0
19585,1228250,YuGiOh,Structure Deck: Realm of Light,"Minerva, Lightsworn Maiden",0,SDLI-EN002,Super Rare,Near Mint 1st Edition,0.58,0.0,1.36,0.37,4,0,1.99,0
19586,1228380,YuGiOh,Structure Deck: Realm of Light,Monster Reincarnation,0,SDLI-EN028,Common,Near Mint 1st Edition,0.21,0.0,1.13,0.14,59,0,0.99,0
19587,1228355,YuGiOh,Structure Deck: Realm of Light,Necro Gardna,0,SDLI-EN023,Common,Near Mint 1st Edition,0.25,0.0,1.2,0.21,31,0,0.99,0
19591,1228370,YuGiOh,Structure Deck: Realm of Light,Solar Recharge,0,SDLI-EN026,Common,Near Mint 1st Edition,1.53,0.0,1.99,1.0,1,0,2.49,0
19593,1228335,YuGiOh,Structure Deck: Realm of Light,Vylon Prism,0,SDLI-EN019,Common,Near Mint 1st Edition,0.24,0.0,1.11,0.12,54,0,0.74,0
19595,1060509,YuGiOh,Structure Deck: Realm of the Sea Emperor,A Legendary Ocean,0,SDRE-EN024,Common,Near Mint 1st Edition,0.29,0.0,1.22,0.23,53,0,0.99,0
19600,1060543,YuGiOh,Structure Deck: Realm of the Sea Emperor,Call of the Atlanteans,0,SDRE-EN023,Super Rare,Near Mint 1st Edition,0.3,0.0,1.09,0.1,1,0,0.74,0
19602,1060533,YuGiOh,Structure Deck: Realm of the Sea Emperor,Dark Hole,0,SDRE-EN031,Common,Near Mint 1st Edition,0.47,0.0,1.46,0.47,20,0,1.24,0
19603,1060518,YuGiOh,Structure Deck: Realm of the Sea Emperor,Deep Diver,0,SDRE-EN019,Common,Near Mint 1st Edition,0.31,0.0,1.23,0.24,1,0,0.99,0
19604,1060516,YuGiOh,Structure Deck: Realm of the Sea Emperor,Deep Sea Diva,0,SDRE-EN010,Common,Near Mint 1st Edition,1.3,0.0,1.34,0.35,1,0,2.24,0
19606,1060513,YuGiOh,Structure Deck: Realm of the Sea Emperor,Lost Blue Breaker,0,SDRE-EN007,Common,Near Mint 1st Edition,0.17,0.0,1.11,0.12,4,0,0.74,0
19611,1060512,YuGiOh,Structure Deck: Realm of the Sea Emperor,Salvage,0,SDRE-EN030,Common,Near Mint 1st Edition,0.25,0.0,1.16,0.17,19,0,0.99,0
19612,1060553,YuGiOh,Structure Deck: Realm of the Sea Emperor,Skreech,0,SDRE-EN015,Common,Near Mint 1st Edition,0.3,0.0,1.09,0.1,25,0,0.74,0
19615,1060541,YuGiOh,Structure Deck: Realm of the Sea Emperor,Spiritual Water Art - Aoi,0,SDRE-EN037,Common,Near Mint 1st Edition,0.2,0.0,1.16,0.17,29,0,0.99,0
19617,1060529,YuGiOh,Structure Deck: Realm of the Sea Emperor,Terraforming,0,SDRE-EN025,Common,Near Mint 1st Edition,0.41,0.0,1.37,0.38,41,0,0.99,0
