,TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
10487,516085,YuGiOh,Legendary Collection 2,Hero Blast,0,LCGX-EN120,Common,Near Mint Unlimited,0.31,0.0,1.19,0.2,3,0,0.99,0
10513,516672,YuGiOh,Legendary Collection 2,Necro Gardna,0,LCGX-EN027,Secret Rare,Near Mint 1st Edition,1.91,0.0,2.49,1.5,1,0,3.99,0
10518,516119,YuGiOh,Legendary Collection 2,Neo-Spacian Aqua Dolphin,0,LCGX-EN017,Common,Near Mint Unlimited,0.61,0.0,1.34,0.35,4,0,0.99,0
10522,516121,YuGiOh,Legendary Collection 2,Neo-Spacian Flare Scarab,0,LCGX-EN018,Common,Near Mint Unlimited,0.42,0.0,1.19,0.2,2,0,0.99,0
10524,516123,YuGiOh,Legendary Collection 2,Neo-Spacian Grand Mole,0,LCGX-EN022,Common,Near Mint Unlimited,2.66,3.99,1.32,0.33,4,0,0.99,0
10529,516126,YuGiOh,Legendary Collection 2,Offering to the Snake Deity,0,LCGX-EN221,Common,Near Mint Unlimited,0.0,0.0,1.23,0.24,1,0,0.99,0
10531,516128,YuGiOh,Legendary Collection 2,Overload Fusion,0,LCGX-EN185,Rare,Near Mint Unlimited,0.86,0.0,1.8,0.81,2,0,1.49,0
10532,516686,YuGiOh,Legendary Collection 2,Overload Fusion,0,LCGX-EN185,Rare,Near Mint 1st Edition,0.63,0.0,1.48,0.49,1,0,1.49,0
10543,516696,YuGiOh,Legendary Collection 2,Rainbow Neos,0,LCGX-EN074,Super Rare,Near Mint 1st Edition,7.65,0.0,7.0,7.0,3,0,9.49,0
10546,516701,YuGiOh,Legendary Collection 2,Rise of the Snake Deity,0,LCGX-EN219,Common,Near Mint 1st Edition,0.23,0.0,1.24,0.25,2,0,0.99,0
10547,516145,YuGiOh,Legendary Collection 2,Shutendoji,0,LCGX-EN208,Ultra Rare,Near Mint Unlimited,0.5,0.0,1.19,0.2,1,0,0.99,0
10548,516703,YuGiOh,Legendary Collection 2,Shutendoji,0,LCGX-EN208,Ultra Rare,Near Mint 1st Edition,0.47,0.0,1.18,0.19,2,0,0.99,0
10549,516146,YuGiOh,Legendary Collection 2,Skyscraper,0,LCGX-EN082,Common,Near Mint Unlimited,1.46,0.0,2.42,1.43,1,0,2.24,0
10560,516158,YuGiOh,Legendary Collection 2,The Six Samurai - Irou,0,LCGX-EN232,Common,Near Mint Unlimited,0.24,0.0,1.24,0.25,4,0,0.99,0
10562,516159,YuGiOh,Legendary Collection 2,The Six Samurai - Kamon,0,LCGX-EN228,Common,Near Mint Unlimited,0.22,0.0,1.19,0.2,3,0,0.99,0
10563,516717,YuGiOh,Legendary Collection 2,The Six Samurai - Kamon,0,LCGX-EN228,Common,Near Mint 1st Edition,0.49,0.5,1.24,0.25,1,0,0.99,0
10564,516160,YuGiOh,Legendary Collection 2,The Six Samurai - Nisashi,0,LCGX-EN230,Common,Near Mint Unlimited,0.22,0.0,1.19,0.2,3,0,0.99,0
10565,516161,YuGiOh,Legendary Collection 2,The Six Samurai - Yaichi,0,LCGX-EN227,Common,Near Mint Unlimited,0.24,0.0,1.19,0.2,7,0,0.99,0
10566,516719,YuGiOh,Legendary Collection 2,The Six Samurai - Yaichi,0,LCGX-EN227,Common,Near Mint 1st Edition,0.47,0.5,1.24,0.25,1,0,0.99,0
10567,516163,YuGiOh,Legendary Collection 2,The Six Samurai - Zanji,0,LCGX-EN231,Common,Near Mint Unlimited,0.29,0.0,1.31,0.32,1,0,0.99,0
10574,516167,YuGiOh,Legendary Collection 2,Vennominaga the Deity of Poisonous Snakes,0,LCGX-EN191,Ultra Rare,Near Mint Unlimited,0.84,0.0,1.48,0.49,2,0,1.24,0
10576,516168,YuGiOh,Legendary Collection 2,Vennominon the King of Poisonous Snakes,0,LCGX-EN192,Super Rare,Near Mint Unlimited,0.23,0.88,1.08,0.09,1,0,0.74,0
10577,516726,YuGiOh,Legendary Collection 2,Vennominon the King of Poisonous Snakes,0,LCGX-EN192,Super Rare,Near Mint 1st Edition,0.39,0.0,1.24,0.25,9,0,0.99,0
10578,516169,YuGiOh,Legendary Collection 2,Venom Swamp,0,LCGX-EN216,Common,Near Mint Unlimited,0.28,0.0,1.44,0.45,1,0,1.24,0
10580,516171,YuGiOh,Legendary Collection 2,Winged Kuriboh,0,LCGX-EN009,Common,Near Mint Unlimited,0.24,0.0,1.23,0.24,2,0,0.99,0
10581,516729,YuGiOh,Legendary Collection 2,Winged Kuriboh,0,LCGX-EN009,Common,Near Mint 1st Edition,0.51,0.0,1.34,0.35,1,0,0.99,0
10595,1045823,YuGiOh,Legendary Collection 3: Yugi's World,Alpha the Magnet Warrior,0,LCYW-EN012,Common,Near Mint Unlimited,0.42,0.0,1.24,0.25,3,0,0.99,0
10596,1046701,YuGiOh,Legendary Collection 3: Yugi's World,Alpha the Magnet Warrior,0,LCYW-EN012,Common,Near Mint 1st Edition,0.41,0.0,1.19,0.2,6,0,0.99,0
10603,1046500,YuGiOh,Legendary Collection 3: Yugi's World,Armed Dragon LV7,0,LCYW-EN205,Common,Near Mint 1st Edition,0.6,0.0,1.48,0.49,2,0,1.49,0
10607,1045564,YuGiOh,Legendary Collection 3: Yugi's World,Beta the Magnet Warrior,0,LCYW-EN013,Common,Near Mint Unlimited,0.43,0.0,1.35,0.36,7,0,0.99,0
10608,1046442,YuGiOh,Legendary Collection 3: Yugi's World,Beta the Magnet Warrior,0,LCYW-EN013,Common,Near Mint 1st Edition,0.47,0.0,1.28,0.29,2,0,0.99,0
10614,1046389,YuGiOh,Legendary Collection 3: Yugi's World,Black Luster Ritual,0,LCYW-EN070,Common,Near Mint 1st Edition,0.48,0.0,1.43,0.44,7,0,1.24,0
10618,1045888,YuGiOh,Legendary Collection 3: Yugi's World,Black Magic Ritual,0,LCYW-EN078,Common,Near Mint Unlimited,0.55,0.0,1.68,0.49,1,0,1.49,0
10632,1045611,YuGiOh,Legendary Collection 3: Yugi's World,Catapult Turtle,0,LCYW-EN019,Rare,Near Mint Unlimited,0.51,0.0,1.43,0.44,3,0,1.24,0
10636,1045666,YuGiOh,Legendary Collection 3: Yugi's World,Chain Destruction,0,LCYW-EN094,Common,Near Mint Unlimited,0.34,0.0,1.28,0.29,1,0,0.99,0
10637,1046544,YuGiOh,Legendary Collection 3: Yugi's World,Chain Destruction,0,LCYW-EN094,Common,Near Mint 1st Edition,0.37,0.0,1.23,0.24,2,0,0.99,0
10638,1045724,YuGiOh,Legendary Collection 3: Yugi's World,Chain Disappearance,0,LCYW-EN289,Common,Near Mint Unlimited,0.46,0.0,1.24,0.25,2,0,0.99,0
10648,1045516,YuGiOh,Legendary Collection 3: Yugi's World,Contract with the Abyss,0,LCYW-EN273,Common,Near Mint Unlimited,0.77,0.0,1.39,0.4,2,0,1.24,0
10649,1046394,YuGiOh,Legendary Collection 3: Yugi's World,Contract with the Abyss,0,LCYW-EN273,Common,Near Mint 1st Edition,0.59,0.0,1.29,0.3,1,0,0.99,0
10673,1045737,YuGiOh,Legendary Collection 3: Yugi's World,Dark Master - Zorc,0,LCYW-EN123,Common,Near Mint Unlimited,0.36,0.0,1.34,0.34,6,0,0.99,0
10674,1046615,YuGiOh,Legendary Collection 3: Yugi's World,Dark Master - Zorc,0,LCYW-EN123,Common,Near Mint 1st Edition,0.47,0.0,1.28,0.29,1,0,0.99,0
10677,1058160,YuGiOh,Legendary Collection 3: Yugi's World,Dark Necrofear,0,LC03-EN002,Ultra Rare,Near Mint Limited,0.17,0.0,1.04,0.05,74,0,0.74,0
10678,1045608,YuGiOh,Legendary Collection 3: Yugi's World,Dark Nephthys,0,LCYW-EN211,Common,Near Mint Unlimited,0.22,0.0,1.2,0.21,10,0,0.99,0
10679,1046486,YuGiOh,Legendary Collection 3: Yugi's World,Dark Nephthys,0,LCYW-EN211,Common,Near Mint 1st Edition,0.39,0.0,1.2,0.21,6,0,0.99,0
10691,1046648,YuGiOh,Legendary Collection 3: Yugi's World,D.D. Warrior Lady,0,LCYW-EN215,Rare,Near Mint 1st Edition,0.61,0.0,1.44,0.45,3,0,1.24,0
10693,1046664,YuGiOh,Legendary Collection 3: Yugi's World,De-Fusion,0,LCYW-EN063,Common,Near Mint 1st Edition,0.51,0.0,1.23,0.24,1,0,0.99,0
10694,1045797,YuGiOh,Legendary Collection 3: Yugi's World,Dedication through Light and Darkness,0,LCYW-EN069,Secret Rare,Near Mint Unlimited,3.35,3.2,4.17,3.18,1,0,5.0,0
10696,1045773,YuGiOh,Legendary Collection 3: Yugi's World,Diffusion Wave-Motion,0,LCYW-EN066,Super Rare,Near Mint Unlimited,0.21,0.0,1.11,0.12,4,0,0.74,0
10697,1046651,YuGiOh,Legendary Collection 3: Yugi's World,Diffusion Wave-Motion,0,LCYW-EN066,Super Rare,Near Mint 1st Edition,0.5,0.0,1.24,0.25,7,0,0.99,0
10709,1045677,YuGiOh,Legendary Collection 3: Yugi's World,Earth Chant,0,LCYW-EN277,Common,Near Mint Unlimited,0.08,0.0,1.07,0.08,3,0,0.74,0
10710,1046555,YuGiOh,Legendary Collection 3: Yugi's World,Earth Chant,0,LCYW-EN277,Common,Near Mint 1st Edition,0.33,0.0,1.02,0.03,1,0,0.74,0
10712,1046650,YuGiOh,Legendary Collection 3: Yugi's World,Emissary of the Afterlife,0,LCYW-EN255,Common,Near Mint 1st Edition,0.85,0.0,2.48,1.49,1,0,2.49,0
10722,1045743,YuGiOh,Legendary Collection 3: Yugi's World,Gamma the Magnet Warrior,0,LCYW-EN014,Common,Near Mint Unlimited,0.3,0.0,1.24,0.25,15,0,0.99,0
10723,1046621,YuGiOh,Legendary Collection 3: Yugi's World,Gamma the Magnet Warrior,0,LCYW-EN014,Common,Near Mint 1st Edition,0.4,0.0,1.19,0.2,4,0,0.99,0
10730,1046686,YuGiOh,Legendary Collection 3: Yugi's World,Goddess of Whim,0,LCYW-EN241,Common,Near Mint 1st Edition,0.33,0.0,1.19,0.2,1,0,0.99,0
10732,1046578,YuGiOh,Legendary Collection 3: Yugi's World,Gold Sarcophagus,0,LCYW-EN080,Common,Near Mint 1st Edition,0.76,0.0,1.2,0.21,3,0,0.99,0
10745,1045509,YuGiOh,Legendary Collection 3: Yugi's World,Gravekeeper's Recruiter,0,LCYW-EN193,Ultra Rare,Near Mint Unlimited,3.8,0.0,4.2,3.21,1,0,5.0,0
10749,1045751,YuGiOh,Legendary Collection 3: Yugi's World,Gravekeeper's Watcher,0,LCYW-EN186,Common,Near Mint Unlimited,0.45,0.0,1.37,0.38,16,0,0.99,0
10750,1046629,YuGiOh,Legendary Collection 3: Yugi's World,Gravekeeper's Watcher,0,LCYW-EN186,Common,Near Mint 1st Edition,0.66,0.0,1.46,0.47,6,0,1.24,0
10753,1045606,YuGiOh,Legendary Collection 3: Yugi's World,"Green Baboon, Defender of the Forest",0,LCYW-EN165,Common,Near Mint Unlimited,0.15,0.0,1.15,0.16,13,0,0.99,0
10754,1046484,YuGiOh,Legendary Collection 3: Yugi's World,"Green Baboon, Defender of the Forest",0,LCYW-EN165,Common,Near Mint 1st Edition,0.35,0.0,1.19,0.2,10,0,0.99,0
10759,1045777,YuGiOh,Legendary Collection 3: Yugi's World,Guardian Elma,0,LCYW-EN129,Common,Near Mint Unlimited,0.57,0.0,1.43,0.44,1,0,1.24,0
10760,1046655,YuGiOh,Legendary Collection 3: Yugi's World,Guardian Elma,0,LCYW-EN129,Common,Near Mint 1st Edition,0.48,0.0,1.33,0.34,1,0,0.99,0
10762,1045643,YuGiOh,Legendary Collection 3: Yugi's World,Heart of the Underdog,0,LCYW-EN068,Common,Near Mint Unlimited,1.54,0.0,1.74,0.75,1,0,1.49,0
10763,1046521,YuGiOh,Legendary Collection 3: Yugi's World,Heart of the Underdog,0,LCYW-EN068,Common,Near Mint 1st Edition,0.72,0.0,1.78,0.53,3,0,2.99,0
10772,1045539,YuGiOh,Legendary Collection 3: Yugi's World,Horus the Black Flame Dragon LV8,0,LCYW-EN199,Common,Near Mint Unlimited,2.72,0.0,3.99,3.0,2,0,3.74,0
10778,1046502,YuGiOh,Legendary Collection 3: Yugi's World,Kanan the Swordmistress,0,LCYW-EN228,Ultra Rare,Near Mint 1st Edition,2.86,9.99,2.98,1.99,1,0,3.99,0
10783,1046689,YuGiOh,Legendary Collection 3: Yugi's World,Knight's Title,0,LCYW-EN072,Common,Near Mint 1st Edition,0.64,0.0,1.5,0.51,3,0,1.24,0
10789,1045487,YuGiOh,Legendary Collection 3: Yugi's World,Level Limit - Area A,0,LCYW-EN299,Common,Near Mint Unlimited,0.12,0.0,1.09,0.1,1,0,0.74,0
10790,1046365,YuGiOh,Legendary Collection 3: Yugi's World,Level Limit - Area A,0,LCYW-EN299,Common,Near Mint 1st Edition,0.29,0.0,1.17,0.18,5,0,0.99,0
10793,1045866,YuGiOh,Legendary Collection 3: Yugi's World,Level Up!,0,LCYW-EN207,Common,Near Mint Unlimited,1.15,0.0,2.17,1.18,1,0,1.9900000000000002,0
10795,1045702,YuGiOh,Legendary Collection 3: Yugi's World,Levia-Dragon - Daedalus,0,LCYW-EN249,Secret Rare,Near Mint Unlimited,3.37,4.88,3.99,3.0,1,0,3.74,0
10809,1045822,YuGiOh,Legendary Collection 3: Yugi's World,Magical Dimension,0,LCYW-EN075,Common,Near Mint Unlimited,0.25,0.0,1.2,0.21,9,0,0.99,0
10810,1046700,YuGiOh,Legendary Collection 3: Yugi's World,Magical Dimension,0,LCYW-EN075,Common,Near Mint 1st Edition,0.5,0.0,1.22,0.23,4,0,0.99,0
10811,1045581,YuGiOh,Legendary Collection 3: Yugi's World,Magical Hats,0,LCYW-EN096,Common,Near Mint Unlimited,0.32,0.0,1.24,0.25,10,0,0.99,0
10812,1046459,YuGiOh,Legendary Collection 3: Yugi's World,Magical Hats,0,LCYW-EN096,Common,Near Mint 1st Edition,0.48,0.0,1.23,0.24,5,0,0.99,0
10818,1046612,YuGiOh,Legendary Collection 3: Yugi's World,Magicians Unite,0,LCYW-EN077,Common,Near Mint 1st Edition,0.38,0.0,1.15,0.16,1,0,0.99,0
10819,1046369,YuGiOh,Legendary Collection 3: Yugi's World,"Makiu, the Magical Mist",0,LCYW-EN087,Common,Near Mint 1st Edition,0.41,0.0,1.09,0.1,1,0,0.74,0
10822,1045907,YuGiOh,Legendary Collection 3: Yugi's World,Manga Ryu-Ran,0,LCYW-EN104,Rare,Near Mint Unlimited,0.36,0.0,1.24,0.25,1,0,0.99,0
10833,1046455,YuGiOh,Legendary Collection 3: Yugi's World,Millennium Shield,0,LCYW-EN159,Super Rare,Near Mint 1st Edition,2.69,0.0,2.79,1.8,1,0,5.99,0
10855,1046713,YuGiOh,Legendary Collection 3: Yugi's World,Mystic Swordsman LV4,0,LCYW-EN201,Common,Near Mint 1st Edition,0.78,0.0,1.34,0.35,1,0,0.99,0
10857,1046451,YuGiOh,Legendary Collection 3: Yugi's World,Mystic Swordsman LV6,0,LCYW-EN202,Common,Near Mint 1st Edition,0.74,0.0,1.54,0.55,1,0,1.24,0
10860,1045668,YuGiOh,Legendary Collection 3: Yugi's World,Mystical Elf,0,LCYW-EN005,Common,Near Mint Unlimited,0.23,0.0,1.19,0.2,1,0,0.99,0
10861,1046546,YuGiOh,Legendary Collection 3: Yugi's World,Mystical Elf,0,LCYW-EN005,Common,Near Mint 1st Edition,0.52,0.0,1.19,0.2,1,0,0.99,0
10880,1045589,YuGiOh,Legendary Collection 3: Yugi's World,Puppet Master,0,LCYW-EN122,Common,Near Mint Unlimited,0.26,0.0,1.29,0.3,2,0,0.99,0
10881,1046467,YuGiOh,Legendary Collection 3: Yugi's World,Puppet Master,0,LCYW-EN122,Common,Near Mint 1st Edition,0.49,0.0,1.22,0.23,2,0,0.99,0
10903,1045806,YuGiOh,Legendary Collection 3: Yugi's World,Royal Tribute,0,LCYW-EN195,Ultra Rare,Near Mint Unlimited,5.91,6.95,4.99,4.0,1,0,5.0,0
10905,1045500,YuGiOh,Legendary Collection 3: Yugi's World,Sacred Phoenix of Nephthys,0,LCYW-EN259,Super Rare,Near Mint Unlimited,0.31,0.0,1.23,0.24,3,0,0.99,0
10906,1046378,YuGiOh,Legendary Collection 3: Yugi's World,Sacred Phoenix of Nephthys,0,LCYW-EN259,Super Rare,Near Mint 1st Edition,0.41,0.0,1.25,0.26,6,0,0.99,0
10907,1045572,YuGiOh,Legendary Collection 3: Yugi's World,Sage's Stone,0,LCYW-EN073,Rare,Near Mint Unlimited,2.42,0.0,2.99,2.0,1,0,2.74,0
10908,1046450,YuGiOh,Legendary Collection 3: Yugi's World,Sage's Stone,0,LCYW-EN073,Rare,Near Mint 1st Edition,3.79,0.0,3.79,2.8,2,0,5.99,0
10919,1046628,YuGiOh,Legendary Collection 3: Yugi's World,Silent Magician LV4,0,LCYW-EN037,Common,Near Mint 1st Edition,0.48,0.0,1.22,0.23,1,0,0.99,0
10920,1045873,YuGiOh,Legendary Collection 3: Yugi's World,Silent Magician LV8,0,LCYW-EN038,Common,Near Mint Unlimited,0.32,0.0,1.18,0.19,9,0,0.99,0
10921,1046751,YuGiOh,Legendary Collection 3: Yugi's World,Silent Magician LV8,0,LCYW-EN038,Common,Near Mint 1st Edition,0.39,0.0,1.22,0.23,8,0,0.99,0
10922,1045582,YuGiOh,Legendary Collection 3: Yugi's World,Silent Swordsman LV3,0,LCYW-EN033,Common,Near Mint Unlimited,0.18,0.0,1.09,0.1,10,0,0.74,0
10923,1046460,YuGiOh,Legendary Collection 3: Yugi's World,Silent Swordsman LV3,0,LCYW-EN033,Common,Near Mint 1st Edition,0.31,0.0,1.19,0.2,12,0,0.99,0
10924,1045709,YuGiOh,Legendary Collection 3: Yugi's World,Silent Swordsman LV5,0,LCYW-EN034,Common,Near Mint Unlimited,0.22,0.0,1.14,0.15,7,0,0.99,0
10925,1046587,YuGiOh,Legendary Collection 3: Yugi's World,Silent Swordsman LV5,0,LCYW-EN034,Common,Near Mint 1st Edition,0.38,0.0,1.12,0.13,11,0,0.74,0
10926,1045829,YuGiOh,Legendary Collection 3: Yugi's World,Silent Swordsman LV7,0,LCYW-EN035,Common,Near Mint Unlimited,0.27,0.0,1.23,0.24,6,0,0.99,0
10927,1046707,YuGiOh,Legendary Collection 3: Yugi's World,Silent Swordsman LV7,0,LCYW-EN035,Common,Near Mint 1st Edition,0.51,0.0,1.37,0.38,7,0,0.99,0
10941,1045902,YuGiOh,Legendary Collection 3: Yugi's World,Soul Taker,0,LCYW-EN081,Common,Near Mint Unlimited,0.41,0.0,1.24,0.25,12,0,0.99,0
10942,1046780,YuGiOh,Legendary Collection 3: Yugi's World,Soul Taker,0,LCYW-EN081,Common,Near Mint 1st Edition,0.4,0.0,1.22,0.23,10,0,0.99,0
10945,1045627,YuGiOh,Legendary Collection 3: Yugi's World,Spell Shattering Arrow,0,LCYW-EN085,Common,Near Mint Unlimited,0.32,0.0,1.24,0.25,9,0,0.99,0
10946,1046505,YuGiOh,Legendary Collection 3: Yugi's World,Spell Shattering Arrow,0,LCYW-EN085,Common,Near Mint 1st Edition,0.4,0.0,1.14,0.15,10,0,0.99,0
10947,1045858,YuGiOh,Legendary Collection 3: Yugi's World,Spellbinding Circle,0,LCYW-EN092,Common,Near Mint Unlimited,0.32,0.0,1.12,0.13,3,0,0.74,0
10948,1046736,YuGiOh,Legendary Collection 3: Yugi's World,Spellbinding Circle,0,LCYW-EN092,Common,Near Mint 1st Edition,0.43,0.0,1.23,0.24,4,0,0.99,0
10957,1045657,YuGiOh,Legendary Collection 3: Yugi's World,Swift Gaia the Fierce Knight,0,LCYW-EN031,Common,Near Mint Unlimited,0.51,0.0,1.35,0.36,1,0,0.99,0
10966,1045690,YuGiOh,Legendary Collection 3: Yugi's World,The Creator,0,LCYW-EN257,Common,Near Mint Unlimited,0.38,0.0,1.24,0.25,6,0,0.99,0
10967,1046568,YuGiOh,Legendary Collection 3: Yugi's World,The Creator,0,LCYW-EN257,Common,Near Mint 1st Edition,0.36,0.0,1.22,0.23,2,0,0.99,0
10974,1045563,YuGiOh,Legendary Collection 3: Yugi's World,The Light - Hex-Sealed Fusion,0,LCYW-EN262,Common,Near Mint Unlimited,2.59,0.0,2.75,1.76,7,0,2.49,0
10975,1046441,YuGiOh,Legendary Collection 3: Yugi's World,The Light - Hex-Sealed Fusion,0,LCYW-EN262,Common,Near Mint 1st Edition,1.8,0.0,2.45,1.46,1,0,2.49,0
10977,1045774,YuGiOh,Legendary Collection 3: Yugi's World,The Tricky,0,LCYW-EN043,Common,Near Mint Unlimited,0.27,0.0,1.19,0.2,1,0,0.99,0
11002,1046730,YuGiOh,Legendary Collection 3: Yugi's World,Toon World,0,LCYW-EN115,Rare,Near Mint 1st Edition,0.72,0.0,1.32,0.33,4,0,0.99,0
11003,1045720,YuGiOh,Legendary Collection 3: Yugi's World,Torrential Tribute,0,LCYW-EN180,Secret Rare,Near Mint Unlimited,7.5,0.0,7.82,7.82,1,0,7.49,0
11023,1045532,YuGiOh,Legendary Collection 3: Yugi's World,Yaranzo,0,LCYW-EN222,Super Rare,Near Mint Unlimited,1.42,0.0,2.1,1.11,1,0,1.74,0
11026,1135830,YuGiOh,Legendary Collection 4: Joey's World,Alligator's Sword Dragon,0,LCJW-EN056,Common,Near Mint 1st Edition,0.51,0.0,1.22,0.23,4,0,0.99,0
11028,1135820,YuGiOh,Legendary Collection 4: Joey's World,B. Skull Dragon,0,LCJW-EN054,Rare,Near Mint 1st Edition,0.5,0.0,1.29,0.3,13,0,0.99,0
11030,1136375,YuGiOh,Legendary Collection 4: Joey's World,Babycerasaurus,0,LCJW-EN157,Common,Near Mint 1st Edition,0.46,0.0,1.45,0.46,2,0,1.99,0
11043,1136370,YuGiOh,Legendary Collection 4: Joey's World,Chain Destruction,0,LCJW-EN293,Rare,Near Mint 1st Edition,0.27,0.0,1.18,0.19,23,0,0.99,0
11044,1136540,YuGiOh,Legendary Collection 4: Joey's World,Chaos Trap Hole,0,LCJW-EN278,Common,Near Mint 1st Edition,0.54,0.0,1.24,0.25,1,0,0.99,0
11062,1136600,YuGiOh,Legendary Collection 4: Joey's World,Fiendish Engine Omega,0,LCJW-EN181,Common,Near Mint 1st Edition,0.26,0.0,1.15,0.16,2,0,0.99,0
11063,1135815,YuGiOh,Legendary Collection 4: Joey's World,Flame Swordsman,0,LCJW-EN053,Common,Near Mint 1st Edition,0.8,0.0,1.54,0.55,1,0,2.49,0
11066,1136455,YuGiOh,Legendary Collection 4: Joey's World,Fossil Excavation,0,LCJW-EN165,Common,Near Mint 1st Edition,0.52,0.0,1.19,0.2,5,0,0.99,0
11073,1136290,YuGiOh,Legendary Collection 4: Joey's World,Gilasaurus,0,LCJW-EN148,Common,Near Mint 1st Edition,0.33,0.0,1.25,0.26,6,0,0.99,0
11079,1136755,YuGiOh,Legendary Collection 4: Joey's World,Gravekeeper's Priestess,0,LCJW-EN258,Rare,Near Mint 1st Edition,0.44,0.0,1.28,0.29,14,0,0.99,0
11084,1136860,YuGiOh,Legendary Collection 4: Joey's World,Great Mammoth of Goldfine,0,LCJW-EN210,Common,Near Mint 1st Edition,0.62,0.0,1.49,0.5,3,0,1.99,0
11086,1135965,YuGiOh,Legendary Collection 4: Joey's World,Harpie Girl,0,LCJW-EN083,Common,Near Mint 1st Edition,0.61,0.0,1.46,0.47,2,0,1.49,0
11091,1137060,YuGiOh,Legendary Collection 4: Joey's World,Harpie Lady Phoenix Formation,0,LC04-EN002,Ultra Rare,Near Mint Limited,0.29,0.0,1.06,0.07,30,0,0.74,0
11092,1135975,YuGiOh,Legendary Collection 4: Joey's World,Harpie Lady Sisters,0,LCJW-EN085,Common,Near Mint 1st Edition,0.56,0.0,1.43,0.44,2,0,1.24,0
11097,1135980,YuGiOh,Legendary Collection 4: Joey's World,Harpie's Pet Dragon,0,LCJW-EN086,Ultra Rare,Near Mint 1st Edition,1.41,0.0,1.84,0.85,1,0,1.99,0
11104,1136790,YuGiOh,Legendary Collection 4: Joey's World,Il Blud,0,LCJW-EN203,Common,Near Mint 1st Edition,0.52,0.0,1.29,0.3,7,0,0.99,0
11106,1136520,YuGiOh,Legendary Collection 4: Joey's World,Injection Fairy Lily,0,LCJW-EN280,Common,Near Mint 1st Edition,0.65,0.0,1.62,0.63,2,0,1.24,0
11109,1135655,YuGiOh,Legendary Collection 4: Joey's World,Jinzo,0,LCJW-EN023,Rare,Near Mint 1st Edition,0.71,0.0,1.38,0.39,7,0,1.24,0
11120,1136185,YuGiOh,Legendary Collection 4: Joey's World,Magical Stone Excavation,0,LCJW-EN127,Common,Near Mint 1st Edition,0.32,0.0,1.18,0.19,10,0,0.99,0
11121,1136155,YuGiOh,Legendary Collection 4: Joey's World,Makyura the Destructor,0,LCJW-EN121,Common,Near Mint 1st Edition,0.43,0.0,1.33,0.34,1,0,0.99,0
11122,1136230,YuGiOh,Legendary Collection 4: Joey's World,Malevolent Catastrophe,0,LCJW-EN136,Common,Near Mint 1st Edition,0.31,0.0,1.17,0.18,6,0,0.99,0
11124,1135785,YuGiOh,Legendary Collection 4: Joey's World,Maximum Six,0,LCJW-EN047,Common,Near Mint 1st Edition,0.67,0.0,1.53,0.54,1,0,1.99,0
11125,1136240,YuGiOh,Legendary Collection 4: Joey's World,Metal Reflect Slime,0,LCJW-EN138,Common,Near Mint 1st Edition,0.71,0.0,1.47,0.48,3,0,1.24,0
11128,1136085,YuGiOh,Legendary Collection 4: Joey's World,Mirror Wall,0,LCJW-EN107,Common,Near Mint 1st Edition,0.68,0.0,1.749,0.759,2,0,1.99,0
11134,1135805,YuGiOh,Legendary Collection 4: Joey's World,Phoenix Gearfried,0,LCJW-EN051,Common,Near Mint 1st Edition,0.47,0.0,1.29,0.3,1,0,0.99,0
11138,1135870,YuGiOh,Legendary Collection 4: Joey's World,Premature Burial,0,LCJW-EN064,Common,Near Mint 1st Edition,0.72,0.0,1.61,0.62,4,0,1.24,0
11144,1135740,YuGiOh,Legendary Collection 4: Joey's World,Red-Eyes Darkness Dragon,0,LCJW-EN039,Common,Near Mint 1st Edition,1.22,0.0,1.79,0.8,1,0,1.99,0
11154,1135710,YuGiOh,Legendary Collection 4: Joey's World,Sasuke Samurai,0,LCJW-EN034,Common,Near Mint 1st Edition,0.25,0.0,1.24,0.25,2,0,0.99,0
11161,1136855,YuGiOh,Legendary Collection 4: Joey's World,Skull Conductor,0,LCJW-EN209,Common,Near Mint 1st Edition,0.27,0.0,1.24,0.25,5,0,0.99,0
11172,1137005,YuGiOh,Legendary Collection 4: Joey's World,Summoned Skull,0,LCJW-EN235,Rare,Near Mint 1st Edition,1.24,0.0,1.68,0.69,2,0,1.99,0
11176,1135660,YuGiOh,Legendary Collection 4: Joey's World,The Legendary Fisherman,0,LCJW-EN024,Common,Near Mint 1st Edition,0.62,0.0,1.17,0.18,2,0,0.99,0
11177,1135885,YuGiOh,Legendary Collection 4: Joey's World,The Warrior Returning Alive,0,LCJW-EN067,Common,Near Mint 1st Edition,0.27,0.0,1.24,0.25,4,0,0.99,0
11183,1135915,YuGiOh,Legendary Collection 4: Joey's World,Trap Hole,0,LCJW-EN073,Common,Near Mint 1st Edition,0.3,0.0,1.29,0.3,8,0,0.99,0
11184,1136105,YuGiOh,Legendary Collection 4: Joey's World,Trap Jammer,0,LCJW-EN111,Secret Rare,Near Mint 1st Edition,0.73,0.0,1.79,0.8,2,0,1.99,0
11185,1136955,YuGiOh,Legendary Collection 4: Joey's World,Trap of the Imperial Tomb,0,LCJW-EN219,Common,Near Mint 1st Edition,0.5,0.0,1.24,0.25,3,0,0.99,0
